"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"C3","9 Aug 2025, 07:21","9 Aug 2025, 09:06","","CADEIRA ABDURORA CLUSTER SET",,"",4,"normal",125,10,,,
"C3","9 Aug 2025, 07:21","9 Aug 2025, 09:06","","CADEIRA ABDURORA CLUSTER SET",,"",5,"normal",125,10,,,
"C3","9 Aug 2025, 07:21","9 Aug 2025, 09:06","","CADEIRA ABDURORA CLUSTER SET",,"",6,"normal",125,10,,,
"C3","9 Aug 2025, 07:21","9 Aug 2025, 09:06","","CADEIRA ABDURORA CLUSTER SET",,"",7,"normal",125,10,,,
"C3","9 Aug 2025, 07:21","9 Aug 2025, 09:06","","CADEIRA ABDURORA CLUSTER SET",,"",8,"normal",125,10,,,
"C3","9 Aug 2025, 07:21","9 Aug 2025, 09:06","","CADEIRA ABDURORA CLUSTER SET",,"",9,"normal",125,10,,,
"C3","9 Aug 2025, 07:21","9 Aug 2025, 09:06","","CADEIRA ABDURORA CLUSTER SET",,"",10,"normal",125,10,,,
"C3","9 Aug 2025, 07:21","9 Aug 2025, 09:06","","CADEIRA ABDURORA CLUSTER SET",,"",11,"normal",125,10,,,
"C3","9 Aug 2025, 07:21","9 Aug 2025, 09:06","","PANTURRILHA SENTADO",,"",0,"normal",50,20,,,
"C3","9 Aug 2025, 07:21","9 Aug 2025, 09:06","","PANTURRILHA SENTADO",,"",1,"normal",40,20,,,
"C3","9 Aug 2025, 07:21","9 Aug 2025, 09:06","","PANTURRILHA SENTADO",,"",2,"normal",40,20,,,
"C3","9 Aug 2025, 07:21","9 Aug 2025, 09:06","","PANTURRILHA SENTADO",,"",3,"normal",40,20,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","Remanada Unilateral Máquina",,"",0,"normal",50,24,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","Remanada Unilateral Máquina",,"",1,"normal",80,24,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","Remanada Unilateral Máquina",,"",2,"normal",90,24,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","Remanada Unilateral Máquina",,"",3,"normal",100,24,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","REMADA FECHADA BARRA V",,"",0,"normal",40,12,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","REMADA FECHADA BARRA V",,"",1,"normal",40,12,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","REMADA FECHADA BARRA V",,"",2,"normal",40,12,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","REMADA FECHADA BARRA V",,"",3,"normal",40,12,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","PUXADA FECHADA TRIÂNGULO",,"",0,"normal",40,12,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","PUXADA FECHADA TRIÂNGULO",,"",1,"normal",55,12,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","PUXADA FECHADA TRIÂNGULO",,"",2,"normal",60,12,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","PUXADA FECHADA TRIÂNGULO",,"",3,"normal",65,12,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","VOADOR INVERTIDO",,"",0,"normal",30,15,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","VOADOR INVERTIDO",,"",1,"normal",40,15,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","VOADOR INVERTIDO",,"",2,"normal",40,15,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","VOADOR INVERTIDO",,"",3,"normal",40,15,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","REMADA SERROTE UNILATERAL",,"",0,"normal",25,30,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","REMADA SERROTE UNILATERAL",,"",1,"normal",25,30,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","REMADA SERROTE UNILATERAL",,"",2,"normal",25,30,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","REMADA SERROTE UNILATERAL",,"",3,"normal",25,30,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","REMADA ALTA COM ALTER",,"",0,"normal",35,16,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","REMADA ALTA COM ALTER",,"",1,"normal",35,13,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","REMADA ALTA COM ALTER",,"",2,"normal",25,18,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","REMADA ALTA COM ALTER",,"",3,"normal",25,18,,,
"B2","8 Aug 2025, 09:41","8 Aug 2025, 11:34","","ROSCA MARTELO",,"",0,"normal",30,12,,,
