"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","Leg Extension (Machine)",,"",0,"normal",22.5,30,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","Leg Extension (Machine)",,"",1,"normal",22.5,30,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","Leg Extension (Machine)",,"",2,"normal",22.5,30,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","LEG 45",,"",0,"normal",40,16,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","LEG 45",,"",1,"normal",120,12,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","LEG 45",,"",2,"normal",160,12,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","LEG 45",,"",3,"normal",200,12,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","LEG 45",,"",4,"normal",200,12,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","LEG 45",,"",5,"normal",220,12,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","LEG 45",,"",6,"normal",40,20,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","LEG 45",,"",7,"normal",50,20,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","LEG 45",,"",8,"normal",50,20,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CADEIRA ESTENSORA BILATERAL",,"",0,"normal",30,13,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CADEIRA ESTENSORA BILATERAL",,"",1,"normal",42.5,12,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CADEIRA ESTENSORA BILATERAL",,"",2,"normal",62.5,12,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CADEIRA ESTENSORA BILATERAL",,"",3,"normal",62.5,13,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CADEIRA ESTENSORA BILATERAL",,"",4,"normal",70,13,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CADEIRA ESTENSORA BILATERAL",,"",5,"normal",42.5,30,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CURL EM PE",,"",0,"normal",35,26,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CURL EM PE",,"",1,"normal",35,26,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CURL EM PE",,"",2,"normal",35,26,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CURL EM PE",,"",3,"normal",35,26,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CADEIRA ADUTORA",,"",0,"normal",50,20,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CADEIRA ADUTORA",,"",1,"normal",50,20,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CADEIRA ADUTORA",,"",2,"normal",50,22,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CADEIRA ADUTORA",,"",3,"normal",50,30,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CADEIRA ABDUTORA",,"",0,"normal",145,20,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CADEIRA ABDUTORA",,"",1,"normal",145,20,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CADEIRA ABDUTORA",,"",2,"normal",145,20,,,
"C1","27 Aug 2025, 07:20","27 Aug 2025, 09:15","","CADEIRA ABDUTORA",,"",3,"normal",145,20,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","REMADA ARTICULADA ABERTA",,"",0,"normal",35,18,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","REMADA ARTICULADA ABERTA",,"",1,"normal",45,10,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","REMADA ARTICULADA ABERTA",,"",2,"normal",55,13,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","REMADA ARTICULADA ABERTA",,"",3,"normal",55,13,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","REMADA ARTICULADA ABERTA",,"",4,"normal",55,13,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","REMADA SENTADA TRIANGULO",,"",0,"normal",45,13,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","REMADA SENTADA TRIANGULO",,"",1,"normal",45,13,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","REMADA SENTADA TRIANGULO",,"",2,"normal",45,13,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","REMADA SENTADA TRIANGULO",,"",3,"normal",45,13,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","PUXADA FECHADA SUPINADA",,"",0,"normal",60,12,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","PUXADA FECHADA SUPINADA",,"",1,"normal",60,12,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","PUXADA FECHADA SUPINADA",,"",2,"normal",60,13,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","PUXADA FECHADA SUPINADA",,"",3,"normal",60,13,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","PUXADA FECHADA TRIÂNGULO",,"",0,"normal",60,12,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","PUXADA FECHADA TRIÂNGULO",,"",1,"normal",60,12,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","PUXADA FECHADA TRIÂNGULO",,"",2,"normal",60,12,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","PUXADA FECHADA TRIÂNGULO",,"",3,"normal",55,13,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","VOADOR INVERTIDO",,"",0,"normal",35,18,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","VOADOR INVERTIDO",,"",1,"normal",35,18,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","VOADOR INVERTIDO",,"",2,"normal",35,18,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","VOADOR INVERTIDO",,"",3,"normal",35,18,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","ENCOLHIMENTO",,"",0,"normal",50,26,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","ENCOLHIMENTO",,"",1,"normal",50,26,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","ENCOLHIMENTO",,"",2,"normal",50,20,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","ENCOLHIMENTO",,"",3,"normal",50,20,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","ROSCA ALTERNADA",,"",0,"normal",30,13,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","ROSCA ALTERNADA",,"",1,"normal",30,13,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","ROSCA ALTERNADA",,"",2,"normal",30,13,,,
"B1","26 Aug 2025, 11:55","26 Aug 2025, 13:39","","ROSCA ALTERNADA",,"",3,"normal",30,15,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","SUPINO 45 SMITH",,"",0,"normal",20,20,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","SUPINO 45 SMITH",,"",1,"normal",20,20,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","SUPINO 45 SMITH",,"",2,"normal",30,7,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","SUPINO 45 SMITH",,"",3,"normal",40,13,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","SUPINO 45 SMITH",,"",4,"normal",40,13,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","SUPINO 45 SMITH",,"",5,"normal",40,13,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","SUPINO 45 SMITH",,"",6,"normal",40,13,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","SUPINO RETO SMITH",,"",0,"normal",20,12,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","SUPINO RETO SMITH",,"",1,"normal",30,12,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","SUPINO RETO SMITH",,"",2,"normal",40,12,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","SUPINO RETO SMITH",,"",3,"normal",40,12,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","Pullover (Dumbbell)",,"",0,"normal",22,13,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","Pullover (Dumbbell)",,"",1,"normal",22,15,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","Pullover (Dumbbell)",,"",2,"normal",22,15,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","Pullover (Dumbbell)",,"",3,"normal",22,15,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","ELEVAÇÃO FRONTAL",,"",0,"normal",8.75,12,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","ELEVAÇÃO FRONTAL",,"",1,"normal",8.75,15,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","ELEVAÇÃO FRONTAL",,"",2,"normal",8.75,15,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","ELEVAÇÃO FRONTAL",,"",3,"normal",8.75,8,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","Triceps Pushdown",,"",0,"normal",65,12,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","Triceps Pushdown",,"",1,"normal",70,12,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","Triceps Pushdown",,"",2,"normal",70,12,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","Triceps Pushdown",,"",3,"normal",70,11,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","CROSSOVER POLIA ALTA",,"",0,"normal",40,12,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","CROSSOVER POLIA ALTA",,"",1,"normal",45,12,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","CROSSOVER POLIA ALTA",,"",2,"normal",45,12,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","CROSSOVER POLIA ALTA",,"",3,"normal",40,12,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","VOADOR FRONTAL",,"",0,"normal",90,13,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","VOADOR FRONTAL",,"",1,"normal",90,13,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","VOADOR FRONTAL",,"",2,"normal",90,13,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","VOADOR FRONTAL",,"",3,"normal",90,13,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","PANTURRILHA EM PE",,"",0,"normal",30,20,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","PANTURRILHA EM PE",,"",1,"normal",35,20,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","PANTURRILHA EM PE",,"",2,"normal",30,20,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","PANTURRILHA EM PE",,"",3,"normal",30,17,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","PANTURRILHA EM PE",,"",4,"normal",25,22,,,
"A1","25 Aug 2025, 13:16","25 Aug 2025, 15:20","","PANTURRILHA EM PE",,"",5,"normal",25,17,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","CADEIRA FLEXORA",,"",0,"normal",25,30,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","CADEIRA FLEXORA",,"",1,"normal",25,30,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","CADEIRA FLEXORA",,"",2,"normal",25,30,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","CADEIRA FLEXORA",,"",3,"normal",25,30,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","AGACHAMENTO SMITH",,"",0,"normal",30,8,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","AGACHAMENTO SMITH",,"",1,"normal",40,15,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","AGACHAMENTO SMITH",,"",2,"normal",40,15,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","AGACHAMENTO SMITH",,"",3,"normal",40,15,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","AGACHAMENTO SMITH",,"",4,"normal",40,15,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","STIFF BARRA OLÍMPICA",,"",0,"normal",50,12,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","STIFF BARRA OLÍMPICA",,"",1,"normal",50,15,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","STIFF BARRA OLÍMPICA",,"",2,"normal",50,15,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","STIFF BARRA OLÍMPICA",,"",3,"normal",50,15,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","MESA FLEXORA",,"",0,"normal",55,15,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","MESA FLEXORA",,"",1,"normal",55,15,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","MESA FLEXORA",,"",2,"normal",55,12,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","MESA FLEXORA",,"",3,"normal",75,10,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","CADEIRA ESTENSORA BILATERAL",,"",0,"normal",42.5,15,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","CADEIRA ESTENSORA BILATERAL",,"",1,"normal",42.5,20,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","CADEIRA ESTENSORA BILATERAL",,"",2,"normal",42.5,20,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","CADEIRA ESTENSORA BILATERAL",,"",3,"normal",42.5,25,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","CADEIRA ESTENSORA BILATERAL",,"",4,"normal",62.5,12,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","PANTURRILHA SENTADO",,"",0,"normal",30,12,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","PANTURRILHA SENTADO",,"",1,"normal",30,15,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","PANTURRILHA SENTADO",,"",2,"normal",55,10,,,
"C2","23 Aug 2025, 07:31","23 Aug 2025, 09:23","","PANTURRILHA SENTADO",,"",3,"normal",55,12,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","Remanada Unilateral Máquina",,"",0,"normal",60,16,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","Remanada Unilateral Máquina",,"",1,"normal",80,24,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","Remanada Unilateral Máquina",,"",2,"normal",90,24,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","Remanada Unilateral Máquina",,"",3,"normal",110,24,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","Remanada Unilateral Máquina",,"",4,"normal",110,24,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","REMADA FECHADA BARRA V",,"",0,"normal",45,12,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","REMADA FECHADA BARRA V",,"",1,"normal",45,12,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","REMADA FECHADA BARRA V",,"",2,"normal",45,12,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","REMADA FECHADA BARRA V",,"",3,"normal",45,12,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","PUXADA FECHADA TRIÂNGULO",,"",0,"normal",60,12,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","PUXADA FECHADA TRIÂNGULO",,"",1,"normal",60,12,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","PUXADA FECHADA TRIÂNGULO",,"",2,"normal",60,14,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","PUXADA FECHADA TRIÂNGULO",,"",3,"normal",60,12,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","VOADOR INVERTIDO",,"",0,"normal",35,18,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","VOADOR INVERTIDO",,"",1,"normal",35,20,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","VOADOR INVERTIDO",,"",2,"normal",35,20,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","VOADOR INVERTIDO",,"",3,"normal",35,15,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","REMADA SERROTE UNILATERAL",,"",0,"normal",35,24,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","REMADA SERROTE UNILATERAL",,"",1,"normal",35,24,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","REMADA SERROTE UNILATERAL",,"",2,"normal",35,24,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","REMADA SERROTE UNILATERAL",,"",3,"normal",35,30,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","REMADA ALTA COM ALTER",,"",0,"normal",13.5,20,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","REMADA ALTA COM ALTER",,"",1,"normal",18.75,20,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","REMADA ALTA COM ALTER",,"",2,"normal",21.25,20,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","REMADA ALTA COM ALTER",,"",3,"normal",21.25,20,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","ROSCA MARTELO",,"",0,"normal",35,12,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","ROSCA MARTELO",,"",1,"normal",35,12,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","ROSCA MARTELO",,"",2,"normal",35,10,,,
"B2","22 Aug 2025, 07:41","22 Aug 2025, 09:37","","ROSCA MARTELO",,"",3,"normal",30,10,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","Leg Extension (Machine)",,"",0,"normal",22.5,30,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","Leg Extension (Machine)",,"",1,"normal",22.5,30,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","Leg Extension (Machine)",,"",2,"normal",22.5,30,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","Leg Extension (Machine)",,"",3,"normal",17.5,20,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","AGACHAMENTO SMITH",,"",0,"normal",30,10,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","AGACHAMENTO SMITH",,"",1,"normal",40,8,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","AGACHAMENTO SMITH",,"",2,"normal",40,15,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","AGACHAMENTO SMITH",,"",3,"normal",50,15,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","AGACHAMENTO SMITH",,"",4,"normal",50,15,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","AGACHAMENTO SMITH",,"",5,"normal",50,15,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","LEG 45",,"",0,"normal",80,16,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","LEG 45",,"",1,"normal",120,12,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","LEG 45",,"",2,"normal",160,12,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","LEG 45",,"",3,"normal",160,12,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","LEG 45",,"",4,"normal",160,12,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","LEG 45",,"",5,"normal",160,12,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CADEIRA ESTENSORA BILATERAL",,"",0,"normal",30,12,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CADEIRA ESTENSORA BILATERAL",,"",1,"normal",42.5,12,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CADEIRA ESTENSORA BILATERAL",,"",2,"normal",57.5,13,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CADEIRA ESTENSORA BILATERAL",,"",3,"normal",62.5,13,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CADEIRA ESTENSORA BILATERAL",,"",4,"normal",70,13,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CADEIRA ESTENSORA BILATERAL",,"",5,"normal",70,15,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CURL EM PE",,"",0,"normal",35,24,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CURL EM PE",,"",1,"normal",35,24,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CURL EM PE",,"",2,"normal",35,24,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CURL EM PE",,"",3,"normal",35,24,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CADEIRA ADUTORA",,"",0,"normal",50,20,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CADEIRA ADUTORA",,"",1,"normal",50,20,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CADEIRA ADUTORA",,"",2,"normal",50,20,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CADEIRA ADUTORA",,"",3,"normal",50,20,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CADEIRA ABDUTORA",,"",0,"normal",145,20,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CADEIRA ABDUTORA",,"",1,"normal",145,20,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CADEIRA ABDUTORA",,"",2,"normal",145,20,,,
"A3","20 Aug 2025, 08:16","20 Aug 2025, 10:17","","CADEIRA ABDUTORA",,"",3,"normal",145,20,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","REMADA ARTICULADA ABERTA",,"",0,"normal",30,20,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","REMADA ARTICULADA ABERTA",,"",1,"normal",40,10,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","REMADA ARTICULADA ABERTA",,"",2,"normal",55,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","REMADA ARTICULADA ABERTA",,"",3,"normal",60,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","REMADA ARTICULADA ABERTA",,"",4,"normal",60,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","REMADA SENTADA TRIANGULO",,"",0,"normal",45,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","REMADA SENTADA TRIANGULO",,"",1,"normal",45,13,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","REMADA SENTADA TRIANGULO",,"",2,"normal",50,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","REMADA SENTADA TRIANGULO",,"",3,"normal",50,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","PUXADA FECHADA SUPINADA",,"",0,"normal",60,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","PUXADA FECHADA SUPINADA",,"",1,"normal",65,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","PUXADA FECHADA SUPINADA",,"",2,"normal",65,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","PUXADA FECHADA SUPINADA",,"",3,"normal",70,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","PUXADA FECHADA TRIÂNGULO",,"",0,"normal",55,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","PUXADA FECHADA TRIÂNGULO",,"",1,"normal",60,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","PUXADA FECHADA TRIÂNGULO",,"",2,"normal",65,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","PUXADA FECHADA TRIÂNGULO",,"",3,"normal",65,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","VOADOR INVERTIDO",,"",0,"normal",45,14,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","VOADOR INVERTIDO",,"",1,"normal",40,16,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","VOADOR INVERTIDO",,"",2,"normal",40,16,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","VOADOR INVERTIDO",,"",3,"normal",35,18,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","ENCOLHIMENTO",,"",0,"normal",50,22,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","ENCOLHIMENTO",,"",1,"normal",50,25,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","ENCOLHIMENTO",,"",2,"normal",50,25,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","ENCOLHIMENTO",,"",3,"normal",50,25,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","ROSCA ALTERNADA",,"",0,"normal",30,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","ROSCA ALTERNADA",,"",1,"normal",30,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","ROSCA ALTERNADA",,"",2,"normal",30,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","ROSCA ALTERNADA",,"",3,"normal",30,12,,,
"A2","19 Aug 2025, 07:24","19 Aug 2025, 09:07","","PANTURRILHA SENTADO",,"",0,"normal",40,30,,,
"A1","18 Aug 2025, 08:47","18 Aug 2025, 10:34","","SUPINO 45 SMITH",,"",0,"normal",20,10,,,
"A1","18 Aug 2025, 08:47","18 Aug 2025, 10:34","","SUPINO 45 SMITH",,"",1,"normal",30,7,,,
"A1","18 Aug 2025, 08:47","18 Aug 2025, 10:34","","SUPINO 45 SMITH",,"",2,"normal",40,12,,,
"A1","18 Aug 2025, 08:47","18 Aug 2025, 10:34","","SUPINO 45 SMITH",,"",3,"normal",40,12,,,
"A1","18 Aug 2025, 08:47","18 Aug 2025, 10:34","","SUPINO 45 SMITH",,"",4,"normal",50,12,,,
